ProductID,ProductName,Category,Brand,Cost_Price
PROD-5564,Waterpik Aquarius Water Flosser,Health & Personal Care,Waterpik,52.57
PROD-5713,Bose QuietComfort 45,Electronics,Bose,286.37
PROD-9528,Tostitos Scoops Tortilla Chips,Grocery & Gourmet Food,Tostitos,4.75
PROD-4420,Ring Video Doorbell,Electronics,Amazon,165.1
PROD-8226,Quaker Oats Old Fashioned 2-Pack,Grocery & Gourmet Food,Quaker,11.72
PROD-7824,Ninja Professional Blender,Home & Kitchen,Ninja,70.84
PROD-4204,Samsung Galaxy S23,Electronics,Samsung,659.8
PROD-1451,Ticket to Ride Board Game,Toys & Games,Days of Wonder,32.63
PROD-8880,TRX All-in-One Suspension Trainer,Sports & Fitness,TRX,150.54
PROD-8712,Rocketbook Smart Reusable Notebook,Office Products,Rocketbook,23.26
PROD-2661,Where the Crawdads Sing,Books & Media,Delia Owens,9.15
PROD-3019,Gaiam Yoga Mat,Sports & Fitness,Gaiam,24.74
PROD-3104,The Psychology of Money,Books & Media,Morgan Housel,11.92
PROD-1884,Lavazza Super Crema Whole Bean Coffee,Grocery & Gourmet Food,Lavazza,23.88
PROD-3142,Post-it Super Sticky Notes,Office Products,3M,11.13
PROD-8707,Quaker Oats Old Fashioned 2-Pack,Grocery & Gourmet Food,Quaker,10.87
PROD-8959,Peloton Bike+,Sports & Fitness,Peloton,1958.42
PROD-4356,Quaker Oats Old Fashioned 2-Pack,Grocery & Gourmet Food,Quaker,10.64
PROD-6774,Nike Air Force 1,Clothing & Fashion,Nike,72.7
PROD-8077,Post-it Super Sticky Notes,Office Products,3M,11.68
PROD-1375,Bose QuietComfort 45,Electronics,Bose,286.94
PROD-8859,Logitech C920x HD Pro Webcam,Office Products,Logitech,49.49
PROD-2698,The Psychology of Money,Books & Media,Morgan Housel,11.48
PROD-9972,Lutron Caseta Smart Dimmer Switch,Tools & Home Improvement,Lutron,40.2
PROD-6387,HP OfficeJet Pro 8025e,Office Products,HP,155.73
PROD-5506,Calvin Klein Cotton Classics Boxer Briefs,Clothing & Fashion,Calvin Klein,18.59
PROD-8475,Quaker Oats Old Fashioned 2-Pack,Grocery & Gourmet Food,Quaker,10.82
PROD-4499,Quest Nutrition High Protein Bars,Health & Personal Care,Quest,18.89
PROD-1029,Dell XPS 13 Laptop,Electronics,Dell,959.27
PROD-3636,Logitech C920x HD Pro Webcam,Office Products,Logitech,53.01
PROD-2441,Black+Decker 20V Max Pivot Vac,Tools & Home Improvement,Black+Decker,63.65
PROD-9873,Dune,Books & Media,Frank Herbert,8.04
PROD-9126,Rocketbook Smart Reusable Notebook,Office Products,Rocketbook,27.13
PROD-5178,Post-it Super Sticky Notes,Office Products,3M,12.57
PROD-8540,Iron Gym Total Upper Body Workout Bar,Sports & Fitness,Iron Gym,24.18
PROD-4936,Dell XPS 13 Laptop,Electronics,Dell,1069.42
PROD-4846,Brita Water Filter Pitcher,Home & Kitchen,Brita,13.79
PROD-1445,Manduka PRO Yoga Mat,Sports & Fitness,Manduka,98.09
PROD-6191,BIC Round Stic Xtra Life Ball Pen,Office Products,BIC,4.23
PROD-9646,Dune,Books & Media,Frank Herbert,7.82
PROD-7246,Logitech C920x HD Pro Webcam,Office Products,Logitech,50.9
PROD-6144,Aveeno Daily Moisturizing Lotion,Health & Personal Care,Aveeno,9.41
PROD-1540,Aveeno Daily Moisturizing Lotion,Health & Personal Care,Aveeno,8.91
PROD-3173,Resistance Band Set,Sports & Fitness,FitBeast,19.4
PROD-5242,Quest Nutrition High Protein Bars,Health & Personal Care,Quest,18.22
PROD-8614,Resistance Band Set,Sports & Fitness,FitBeast,19.58
PROD-1860,KitchenAid Artisan Series Mixer,Home & Kitchen,KitchenAid,353.26
PROD-6765,Crocs Cl4ssic Clogs,Clothing & Fashion,Crocs,26.37
PROD-7711,Kind Bars Dark Chocolate Nuts & Sea Salt,Grocery & Gourmet Food,KIND,16.36
PROD-2653,Shark NV352 Navigator Lift-Away,Home & Kitchen,Shark,163.49
PROD-7718,Philips Hue White & Color Ambiance,Tools & Home Improvement,Philips,64.02
PROD-5709,Blue Yeti USB Microphone,Office Products,Blue,99.17
PROD-8604,Quaker Oats Old Fashioned 2-Pack,Grocery & Gourmet Food,Quaker,11.24
PROD-5026,Hasbro Connect 4,Toys & Games,Hasbro,8.65
PROD-2596,Lodge Cast Iron Skillet,Home & Kitchen,Lodge,19.32
PROD-4850,Nest Learning Thermostat,Tools & Home Improvement,Google,184.5
PROD-2904,Cards Against Humanity,Toys & Games,Cards Against Humanity,21.41
PROD-3018,Peloton Bike+,Sports & Fitness,Peloton,2106.88
PROD-2135,Steelcase Series 1 Chair,Office Products,Steelcase,397.63
PROD-7272,Aveeno Daily Moisturizing Lotion,Health & Personal Care,Aveeno,8.56
PROD-3976,Project Hail Mary,Books & Media,Andy Weir,12.31
PROD-1906,Epson EcoTank ET-2800,Office Products,Epson,187.64
PROD-8760,Garmin Forerunner 245,Sports & Fitness,Garmin,241.21
PROD-4319,Mattel Games UNO,Toys & Games,Mattel,4.89
PROD-5285,CeraVe Hydrating Facial Cleanser,Health & Personal Care,CeraVe,11.05
PROD-2586,Instant Pot Duo 7-in-1,Home & Kitchen,Instant Pot,67.95
PROD-2610,August Wi-Fi Smart Lock,Tools & Home Improvement,August,160.59
PROD-6936,Lavazza Super Crema Whole Bean Coffee,Grocery & Gourmet Food,Lavazza,23.26
PROD-7772,Iron Gym Total Upper Body Workout Bar,Sports & Fitness,Iron Gym,23.15
PROD-1709,Gorilla Glue 2-Pack,Tools & Home Improvement,Gorilla,6.09
PROD-3154,Epson EcoTank ET-2800,Office Products,Epson,201.2
PROD-3860,Logitech MX Master 3S Mouse,Electronics,Logitech,79.51
PROD-2136,Resistance Band Set,Sports & Fitness,FitBeast,18.14
PROD-3876,Resistance Band Set,Sports & Fitness,FitBeast,20.48
PROD-5435,Project Hail Mary,Books & Media,Andy Weir,13.47
PROD-1641,Squishmallows 12-inch Plush,Toys & Games,Kellytoy,13.95
PROD-8400,Rocketbook Smart Reusable Notebook,Office Products,Rocketbook,22.01
PROD-9637,Philips Sonicare ProtectiveClean 5100,Health & Personal Care,Philips,74.92
PROD-1798,HP OfficeJet Pro 8025e,Office Products,HP,141.64
PROD-8097,Gorilla Glue 2-Pack,Tools & Home Improvement,Gorilla,5.14
PROD-2329,TRX All-in-One Suspension Trainer,Sports & Fitness,TRX,137.23
PROD-8480,Epson EcoTank ET-2800,Office Products,Epson,169.02
PROD-6059,Post-it Super Sticky Notes,Office Products,3M,11.49
PROD-8336,Lindt Excellence Dark Chocolate Bar,Grocery & Gourmet Food,Lindt,3.69
PROD-2547,GoPro HERO11 Black,Electronics,GoPro,420.99
PROD-6791,Logitech MX Master 3S Mouse,Electronics,Logitech,87.22
PROD-4967,Cuisinart 14-Cup Food Processor,Home & Kitchen,Cuisinart,172.8
PROD-2639,Kind Bars Dark Chocolate Nuts & Sea Salt,Grocery & Gourmet Food,KIND,16.99
PROD-3562,Becoming,Books & Media,Michelle Obama,15.82
PROD-2985,Instant Pot Duo 7-in-1,Home & Kitchen,instant pot,69.79
PROD-2235,Lavazza Super Crema Whole Bean Coffee,Grocery & Gourmet Food,Lavazza,21.62
PROD-2737,Braun Series 7 Electric Razor,Health & Personal Care,Braun,120.2
PROD-2140,HP OfficeJet Pro 8025e,Office Products,HP,143.31
PROD-7675,Cards Against Humanity,Toys & Games,Cards Against Humanity,23.78
PROD-6865,LEGO Star Wars Millennium Falcon,Toys & Games,LEGO,125.82
PROD-2796,Dell XPS 13 Laptop,Electronics,Dell,1043.58
PROD-5085,Brita Water Filter Pitcher,Home & Kitchen,Brita,16.22
PROD-3796,Kind Bars Dark Chocolate Nuts & Sea Salt,Grocery & Gourmet Food,KIND,16.87
PROD-8704,August Wi-Fi Smart Lock,Tools & Home Improvement,August,169.36
PROD-4642,Gaiam Yoga Mat,Sports & Fitness,Gaiam,23.1
PROD-7677,Herman Miller Aeron Chair,Office Products,Herman Miller,952.26
PROD-2687,Logitech MX Master 3S Mouse,Electronics,Logitech,80.05
PROD-4586,Logitech C920x HD Pro Webcam,Office Products,Logitech,60.47
PROD-6008,Philips Sonicare ProtectiveClean 5100,Health & Personal Care,Philips,76.11
PROD-7879,HP OfficeJet Pro 8025e,Office Products,HP,135.99
PROD-5426,Keurig K-Classic Coffee Maker,Home & Kitchen,Keurig,94.66
PROD-6939,Iron Gym Total Upper Body Workout Bar,Sports & Fitness,Iron Gym,23.43
PROD-7502,Shark NV352 Navigator Lift-Away,Home & Kitchen,Shark,131.47
PROD-2645,Quest Nutrition High Protein Bars,Health & Personal Care,Quest,19.45
PROD-5095,Hydro Flask 32 oz Wide Mouth,Sports & Fitness,Hydro Flask,32.84
PROD-9660,Garmin Forerunner 245,Sports & Fitness,Garmin,223.28
PROD-9729,Barbie Dreamhouse,Toys & Games,Mattel,175.84
PROD-6720,August Wi-Fi Smart Lock,Tools & Home Improvement,August,169.15
PROD-8607,Neutrogena Hydro Boost Water Gel,Health & Personal Care,Neutrogena,16.49
PROD-9211,Carhartt Men's K87 Pocket T-Shirt,Clothing & Fashion,Carhartt,11.96
PROD-1319,Kindle Paperwhite,Electronics,Amazon,114.84
PROD-6517,Blue Yeti USB Microphone,Office Products,Blue,107.89
PROD-5441,Ticket to Ride Board Game,Toys & Games,Days of Wonder,32.26
PROD-6882,Herman Miller Aeron Chair,Office Products,Herman Miller,1106.56
PROD-8586,Peloton Bike+,Sports & Fitness,Peloton,2018.28
PROD-1976,KitchenAid Artisan Series Mixer,Home & Kitchen,KitchenAid,333.55
PROD-7810,HP OfficeJet Pro 8025e,Office Products,HP,156.7
PROD-3147,Quest Nutrition High Protein Bars,Health & Personal Care,Quest,19.77
PROD-7182,LEGO Star Wars Millennium Falcon,Toys & Games,LEGO,134.68
PROD-4893,Vicks DayQuil/NyQuil Combo Pack,Health & Personal Care,Vicks,13.53
PROD-8094,BIC Round Stic Xtra Life Ball Pen,Office Products,BIC,4.93
PROD-4825,Manduka PRO Yoga Mat,Sports & Fitness,Manduka,93.46
PROD-7734,Lodge Cast Iron Skillet,Home & Kitchen,Lodge,21.57
PROD-9469,Squishmallows 12-inch Plush,Toys & Games,Kellytoy,15.49
PROD-2030,The Seven Husbands of Evelyn Hugo,Books & Media,Taylor Jenkins Reid,10.52
PROD-6154,Blue Diamond Almonds,Grocery & Gourmet Food,Blue Diamond,13.55
PROD-3594,The Psychology of Money,Books & Media,Morgan Housel,11.54
PROD-7328,Squishmallows 12-inch Plush,Toys & Games,Kellytoy,16.12
PROD-5922,Crocs Classic Clogs,Clothing & Fashion,Crocs,30.26
PROD-9087,Becoming,Books & Media,Michelle Obama,14.71
PROD-4712,BIC Round Stic Xtra Life Ball Pen,Office Products,BIC,4.81
PROD-8440,Waterpik Aquarius Water Flosser,Health & Personal Care,Waterpik,48.02
PROD-9259,Samsung Galaxy S23,Electronics,Samsung,662.51
PROD-3893,Lutron Caseta Smart Dimmer Switch,Tools & Home Improvement,Lutron,47.24
PROD-2430,Lindt Excellence Dark Chocolate Bar,Grocery & Gourmet Food,Lindt,3.91
PROD-6597,iPad Air,Electronics,Apple,520.46
PROD-5057,Brita Water Filter Pitcher,Home & Kitchen,Brita,16.14
PROD-1875,DEWALT 20V Max Cordless Drill,Tools & Home Improvement,DEWALT,119.9
PROD-9640,Squishmallows 12-inch Plush,Toys & Games,Kellytoy,14.92
PROD-5876,Braun Series 7 Electric Razor,Health & Personal Care,Braun,113.6
PROD-5216,Peloton Bike+,Sports & Fitness,Peloton,1756.68
PROD-4852,The Seven Husbands of Evelyn Hugo,Books & Media,Taylor Jenkins Reid,11.14
PROD-7409,Herman Miller Aeron Chair,Office Products,Herman Miller,1069.56
PROD-6610,KitchenAid Artisan Series Mixer,Home & Kitchen,KitchenAid,336.7
PROD-3977,Neutrogena Hydro Boost Water Gel,Health & Personal Care,Neutrogena,14.9
PROD-9876,Wyze Cam v3,Electronics,Wyze,30.68
PROD-8529,Logitech C920x HD Pro Webcam,Office Products,Logitech,54.73
PROD-7399,Lavazza Super Crema Whole Bean Coffee,Grocery & Gourmet Food,Lavazza,23.39
PROD-9040,Oral-B Pro 1000 Electric Toothbrush,Health & Personal Care,Oral-B,38.76
PROD-2932,Samsung 980 Pro SSD 1TB,Electronics,Samsung,103.12
PROD-3055,Cards Against Humanity,Toys & Games,Cards Against Humanity,24.49
PROD-8546,Philips Hue White & Color Ambiance,Tools & Home Improvement,Philips,67.53
PROD-4493,The Midnight Library,Books & Media,Matt Haig,12.28
PROD-9301,Peloton Bike+,Sports & Fitness,Peloton,1970.79
PROD-7217,Garmin Forerunner 245,Sports & Fitness,Garmin,244.75
PROD-5420,HP OfficeJet Pro 8025e,Office Products,HP,150.03
PROD-9452,Brita Water Filter Pitcher,Home & Kitchen,Brita,15.01
PROD-1019,The Midnight Library,Books & Media,Matt Haig,11.6
PROD-6073,Tostitos Scoops Tortilla Chips,Grocery & Gourmet Food,Tostitos,4.64
PROD-3803,Vital Proteins Collagen Peptides,Health & Personal Care,Vital Proteins,21.24
PROD-7609,Waterpik Aquarius Water Flosser,Health & Personal Care,Waterpik,51.77
PROD-9060,Blue Yeti USB Microphone,Office Products,Blue,96.31
PROD-2617,Cuisinart 14-Cup Food Processor,Home & Kitchen,Cuisinart,173.55
PROD-1132,Cards Against Humanity,Toys & Games,Cards Against Humanity,22.89
PROD-8549,Exploding Kittens Card Game,Toys & Games,Exploding Kittens,14.72
PROD-4366,Under Armour Tech 2.0 Short Sleeve,Clothing & Fashion,Under Armour,15.0
PROD-3671,Pyrex Glass Measuring Cup Set,Home & Kitchen,Pyrex,16.87
PROD-9766,Herman Miller Aeron Chair,Office Products,Herman Miller,1022.65
PROD-2029,Lavazza Super Crema Whole Bean Coffee,Grocery & Gourmet Food,Lavazza,23.1
PROD-4915,Ninja Professional Blender,Home & Kitchen,Ninja,67.85
PROD-7735,Sony WH-1000XM5 Headphones,Electronics,Sony,330.24
PROD-7559,Post-it Super Sticky Notes,Office Products,3M,11.84
PROD-1958,Philips Hue White & Color Ambiance,Tools & Home Improvement,Philips,61.95
PROD-2245,Blue Diamond Almonds,Grocery & Gourmet Food,Blue Diamond,12.78
PROD-8012,iRobot Roomba j7+,Home & Kitchen,iRobot,619.16
PROD-7973,Squishmallows 12-inch Plush,Toys & Games,Kellytoy,16.82
PROD-5082,Hanes Men's ComfortSoft T-Shirt 6-Pack,Clothing & Fashion,Hanes,13.72
PROD-5698,Manduka PRO Yoga Mat,Sports & Fitness,Manduka,91.8
PROD-2051,Peloton Bike+,Sports & Fitness,Peloton,2073.83
PROD-3199,Hydro Flask 32 oz Wide Mouth,Sports & Fitness,Hydro Flask,32.0
PROD-7997,Crocs Classic Clogs,Clothing & Fashion,Crocs,26.13
PROD-9135,Blue Yeti USB Microphone,Office Products,Blue,103.67
PROD-1146,Steelcase Series 1 Chair,Office Products,Steelcase,416.34
PROD-9231,Logitech C920x HD Pro Webcam,Office Products,Logitech,59.9
PROD-1252,HP OfficeJet Pro 8025e,Office Products,HP,134.43
PROD-6271,GoPro HERO11 Black,Electronics,GoPro,437.5
PROD-3559,Nerf Elite 2.0 Commander RD-6,Toys & Games,Nerf,9.91
PROD-5592,iRobot Roomba j7+,Home & Kitchen,iRobot,594.35
PROD-4363,Huy Fong Sriracha Hot Chili Sauce,Grocery & Gourmet Food,Huy Fong,7.79
PROD-6472,Herman Miller Aeron Chair,Office Products,Herman Miller,1083.17
PROD-6934,Shark NV352 Navigator Lift-Away,Home & Kitchen,Shark,132.08
PROD-9915,Lutron Caseta Smart Dimmer Switch,Tools & Home Improvement,Lutron,46.39
PROD-4811,Ticket to Ride Board Game,Toys & Games,Days of Wonder,32.78
PROD-8464,Gaiam Yoga Mat,Sports & Fitness,Gaiam,23.65
PROD-9054,Philips Sonicare ProtectiveClean 5100,Health & Personal Care,Philips,72.08
PROD-6110,Iron Gym Total Upper Body Workout Bar,Sports & Fitness,Iron Gym,22.26
PROD-1334,Epson EcoTank ET-2800,Office Products,Epson,173.89
PROD-6485,Sony WH-1000XM5 Headphones,Electronics,Sony,361.22
PROD-5074,Lodge Cast Iron Skillet,Home & Kitchen,Lodge,21.33
PROD-8223,The Midnight Library,Books & Media,Matt Haig,11.5
PROD-1328,Gaiam Yoga Mat,Sports & Fitness,Gaiam,24.56
PROD-1753,Garmin Forerunner 245,Sports & Fitness,Garmin,261.23
PROD-3817,Hasbro Connect 4,Toys & Games,Hasbro,8.21
PROD-7390,Lutron Caseta Smart Dimmer Switch,Tools & Home Improvement,Lutron,46.49
PROD-1265,Lodge Cast Iron Skillet,Home & Kitchen,Lodge,22.46
PROD-3117,Gorilla Glue 2-Pack,Tools & Home Improvement,Gorilla,6.03
PROD-2239,Iron Gym Total Upper Body Workout Bar,Sports & Fitness,Iron Gym,23.71
PROD-3904,Clif Bar Energy Bars 12-Pack,Grocery & Gourmet Food,Clif Bar,15.04
PROD-6067,Iron Gym Total Upper Body Workout Bar,Sports & Fitness,Iron Gym,24.71
PROD-3665,Philips Hue White & Color Ambiance,Tools & Home Improvement,Philips,59.61
PROD-8738,DEWALT 20V Max Cordless Drill,Tools & Home Improvement,DEWALT,113.3
PROD-7988,Ticket to Ride Board Game,Toys & Games,Days of Wonder,36.77
PROD-7125,Under Armour Tech 2.0 Short Sleeve,Clothing & Fashion,Under Armour,14.14
PROD-1988,Peloton Bike+,Sports & Fitness,Peloton,2206.03
PROD-4463,Hasbro Connect 4,Toys & Games,Hasbro,6.98
PROD-3929,Cards Against Humanity,Toys & Games,Cards Against Humanity,20.18
PROD-4006,Pyrex Glass Measuring Cup Set,Home & Kitchen,Pyrex,18.08
PROD-7757,Logitech C920x HD Pro Webcam,Office Products,Logitech,53.12
PROD-7954,Garmin Forerunner 245,Sports & Fitness,Garmin,255.18
PROD-6431,Rocketbook Smart Reusable Notebook,Office Products,Rocketbook,26.28
PROD-8980,Rocketbook Smart Reusable Notebook,Office Products,Rocketbook,25.87
PROD-9661,Blue Yeti USB Microphone,Office Products,Blue,104.88
PROD-1253,Waterpik Aquarius Water Flosser,Health & Personal Care,Waterpik,55.26
PROD-7314,Herman Miller Aeron Chair,Office Products,Herman Miller,1061.55
PROD-8038,Oral-B Pro 1000 Electric Toothbrush,Health & Personal Care,Oral-B,38.29
PROD-9347,HP OfficeJet Pro 8025e,Office Products,HP,153.35
PROD-3322,Gaiam Yoga Mat,Sports & Fitness,Gaiam,24.15
PROD-8932,Hasbro Connect 4,Toys & Games,Hasbro,7.62
PROD-7277,BIC Round Stic Xtra Life Ball Pen,Office Products,BIC,4.97
PROD-3591,Becoming,Books & Media,Michelle Obama,15.34
PROD-7871,Rocketbook Smart Reusable Notebook,Office Products,Rocketbook,24.76
PROD-1622,Kindle Paperwhite,Electronics,Amazon,112.09
PROD-1030,Lindt Excellence Dark Chocolate Bar,Grocery & Gourmet Food,Lindt,3.69
PROD-3405,Atomic Habits,Books & Media,James Clear,13.25
PROD-5004,Blue Yeti USB Microphone,Office Products,Blue,92.57
PROD-8119,Shark NV352 Navigator Lift-Away,Home & Kitchen,Shark,132.29
PROD-8869,Laptop Stand Adjustable,Office Products,Nulaxy,20.47
PROD-1555,Kindle Paperwhite,Electronics,Amazon,114.3
PROD-9626,Epson EcoTank ET-2800,Office Products,Epson,190.11
PROD-3557,Atomic Habits,Books & Media,James Clear,13.0
PROD-7625,KitchenAid Artisan Series Mixer,Home & Kitchen,KitchenAid,340.36
PROD-2199,Nest Learning Thermostat,Tools & Home Improvement,Google,178.59
PROD-2808,Where the Crawdads Sing,Books & Media,Delia Owens,9.3
PROD-5608,Lavazza Super Crema Whole Bean Coffee,Grocery & Gourmet Food,Lavazza,23.15
PROD-4638,Pyrex Glass Measuring Cup Set,Home & Kitchen,Pyrex,17.63
PROD-1127,Ninja Professional Blender,Home & Kitchen,Ninja,72.19
PROD-5188,Blue Diamond Almonds,Grocery & Gourmet Food,Blue Diamond,12.33
PROD-2662,Lodge Cast Iron Skillet,Home & Kitchen,Lodge,21.11
PROD-7227,Project Hail Mary,Books & Media,Andy Weir,13.61
PROD-5601,Shark NV352 Navigator Lift-Away,Home & Kitchen,Shark,155.26
PROD-1618,Lodge Cast Iron Skillet,Home & Kitchen,Lodge,21.86
PROD-8685,Vicks DayQuil/NyQuil Combo Pack,Health & Personal Care,Vicks,13.46
PROD-4137,Peloton Bike+,Sports & Fitness,Peloton,2095.23
PROD-9622,Kind Bars Dark Chocolate Nuts & Sea Salt,Grocery & Gourmet Food,KIND,16.53
PROD-8303,Logitech MX Master 3S Mouse,Electronics,Logitech,85.37
PROD-5408,Waterpik Aquarius Water Flosser,Health & Personal Care,Waterpik,49.58
PROD-4500,TRX All-in-One Suspension Trainer,Sports & Fitness,TRX,162.89
PROD-9335,Philips Hue White & Color Ambiance,Tools & Home Improvement,Philips,61.27
PROD-2175,Oral-B Pro 1000 Electric Toothbrush,Health & Personal Care,Oral-B,33.05
PROD-2926,Neutrogena Hydro Boost Water Gel,Health & Personal Care,Neutrogena,14.01
PROD-7010,Fitbit Charge 5,Electronics,Fitbit,118.92
PROD-9730,Bowflex SelectTech 552 Dumbbells,Sports & Fitness,Bowflex,305.65
PROD-4920,Braun Series 7 Electric Razor,Health & Personal Care,Braun,121.53
PROD-6886,Quaker Oats Old Fashioned 2-Pack,Grocery & Gourmet Food,Quaker,10.66
PROD-4207,Rocketbook Smart Reusable Notebook,Office Products,Rocketbook,22.86
PROD-4050,The Seven Husbands of Evelyn Hugo,Books & Media,Taylor Jenkins Reid,9.9
PROD-6408,Crocs Classic Clogs,Clothing & Fashion,Crocs,28.31
PROD-4981,Peloton Bike+,Sports & Fitness,Peloton,1785.74
PROD-5703,CeraVe Hydrating Facial Cleanser,Health & Personal Care,CeraVe,11.78
PROD-4452,Resistance Band Set,Sports & Fitness,FitBeast,19.15
PROD-1495,Peloton Bike+,Sports & Fitness,Peloton,2062.99
PROD-1368,Neutrogena Hydro Boost Water Gel,Health & Personal Care,Neutrogena,15.34
PROD-5749,Gaiam Yoga Mat,Sports & Fitness,Gaiam,24.15
PROD-4795,Hasbro Connect 4,Toys & Games,Hasbro,7.77
PROD-4930,Catan Board Game,Toys & Games,Catan Studio,40.28
PROD-2049,Philips Hue White & Color Ambiance,Tools & Home Improvement,Philips,73.16
PROD-8494,Gaiam Yoga Mat,Sports & Fitness,Gaiam,24.93
PROD-4831,Herman Miller Aeron Chair,Office Products,Herman Miller,988.5
PROD-4150,Ring Video Doorbell,Electronics,Amazon,163.3
PROD-9811,Black+Decker 20V Max Pivot Vac,Tools & Home Improvement,Black+Decker,57.69
PROD-5669,Logitech C920x HD Pro Webcam,Office Products,Logitech,60.56
PROD-1527,Blue Yeti USB Microphone,Office Products,Blue,94.27
PROD-7788,Keurig K-Classic Coffee Maker,Home & Kitchen,Keurig,100.54
PROD-8304,Iron Gym Total Upper Body Workout Bar,Sports & Fitness,Iron Gym,22.67
PROD-9302,Levi's Men's 501 Original Fit Jeans,Clothing & Fashion,Levi's,36.77
PROD-3161,Gaiam Yoga Mat,Sports & Fitness,Gaiam,23.24
PROD-5632,Aveeno Daily Moisturizing Lotion,Health & Personal Care,Aveeno,8.23
PROD-8958,R3sist4nc3 B4nd S3t,Sports & Fitness,FitBeast,17.96
PROD-7662,Squishmallows 12-inch Plush,Toys & Games,Kellytoy,14.48
PROD-2951,Hasbro Connect 4,Toys & Games,Hasbro,8.81
PROD-5752,Theragun Pro G4,Sports & Fitness,Therabody,441.87
PROD-4764,Anker 737 Power Bank,Electronics,Anker,130.78
PROD-3801,Adidas Essentials Track Jacket,Clothing & Fashion,Adidas,27.33
PROD-9754,Gorilla Glue 2-Pack,Tools & Home Improvement,Gorilla,6.22
PROD-9678,Hasbro Connect 4,Toys & Games,Hasbro,7.98
PROD-3472,Calvin Klein Cotton Classics Boxer Briefs,Clothing & Fashion,Calvin Klein,22.7
PROD-2457,Rocketbook Smart Reusable Notebook,Office Products,Rocketbook,26.85
PROD-4791,Blue Diamond Almonds,Grocery & Gourmet Food,Blue Diamond,13.71
PROD-4329,Exploding Kittens Card Game,Toys & Games,Exploding Kittens,16.98
PROD-2782,Cards Against Humanity,Toys & Games,Cards Against Humanity,23.16
PROD-1453,Catan Board Game,Toys & Games,Catan Studio,39.81
PROD-7676,Huy Fong Sriracha Hot Chili Sauce,Grocery & Gourmet Food,Huy Fong,7.97
PROD-6772,Cards Against Humanity,Toys & Games,Cards Against Humanity,22.42
PROD-4729,LEGO Star Wars Millennium Falcon,Toys & Games,LEGO,124.93
PROD-2558,Gaiam Yoga Mat,Sports & Fitness,Gaiam,21.87
PROD-1932,HP OfficeJet Pro 8025e,Office Products,HP,162.12
PROD-8735,Hydro Flask 32 oz Wide Mouth,Sports & Fitness,Hydro Flask,34.98
PROD-6817,DEWALT 20V Max Cordless Drill,Tools & Home Improvement,DEWALT,120.34
PROD-1312,Project Hail Mary,Books & Media,Andy Weir,12.82
PROD-4277,Nike Air Force 1,Clothing & Fashion,Nike,64.0
PROD-6735,DEWALT 20V Max Cordless Drill,Tools & Home Improvement,DEWALT,118.71
PROD-1964,Lodge Cast Iron Skillet,Home & Kitchen,Lodge,21.26
PROD-2435,Herman Miller Aeron Chair,Office Products,Herman Miller,981.0
PROD-5779,August Wi-Fi Smart Lock,Tools & Home Improvement,August,185.78
PROD-1449,Bose QuietComfort 45,Electronics,Bose,285.07
PROD-8408,Epson EcoTank ET-2800,Office Products,Epson,190.0
PROD-5042,Epson EcoTank ET-2800,Office Products,Epson,191.78
PROD-4258,Aveeno Daily Moisturizing Lotion,Health & Personal Care,Aveeno,9.32
PROD-3721,Crocs Classic Clogs,Clothing & Fashion,Crocs,24.69
PROD-9791,Carhartt Men's K87 Pocket T-Shirt,Clothing & Fashion,Carhartt,11.23
PROD-6708,iRobot Roomba j7+,Home & Kitchen,iRobot,598.4
PROD-8512,Shark NV352 Navigator Lift-Away,Home & Kitchen,Shark,136.17
PROD-4524,Waterpik Aquarius Water Flosser,Health & Personal Care,Waterpik,58.54
PROD-9333,Kind Bars Dark Chocolate Nuts & Sea Salt,Grocery & Gourmet Food,KIND,17.64
PROD-5144,Nest Learning Thermostat,Tools & Home Improvement,Google,169.42
PROD-7482,Huy Fong Sriracha Hot Chili Sauce,Grocery & Gourmet Food,Huy Fong,7.64
PROD-4696,The Seven Husbands of Evelyn Hugo,Books & Media,Taylor Jenkins Reid,10.92
PROD-4257,Peloton Bike+,Sports & Fitness,Peloton,1941.6
PROD-5161,GoPro HERO11 Black,Electronics,GoPro,441.87
PROD-4011,Logitech C920x HD Pro Webcam,Office Products,Logitech,58.07
PROD-7084,Neutrogena Hydro Boost Water Gel,Health & Personal Care,Neutrogena,15.5
PROD-8643,Gorilla Glue 2-Pack,Tools & Home Improvement,Gorilla,6.12
PROD-2223,Oral-B Pro 1000 Electric Toothbrush,Health & Personal Care,Oral-B,39.13
PROD-4393,Milwaukee M18 Fuel Impact Driver,Tools & Home Improvement,Milwaukee,154.51
PROD-9965,Catan Board Game,Toys & Games,Catan Studio,33.92
PROD-3144,The Seven Husbands of Evelyn Hugo,Books & Media,Taylor Jenkins Reid,11.26
PROD-7836,Vicks DayQuil/NyQuil Combo Pack,Health & Personal Care,Vicks,13.61
PROD-9587,Milwaukee M18 Fuel Impact Driver,Tools & Home Improvement,Milwaukee,136.95
PROD-9550,Lutron Caseta Smart Dimmer Switch,Tools & Home Improvement,Lutron,43.15
PROD-1437,Instant Pot Duo 7-in-1,Home & Kitchen,Instant Pot,76.93
PROD-8272,Epson EcoTank ET-2800,Office Products,Epson,194.67
PROD-4603,Brita Water Filter Pitcher,Home & Kitchen,Brita,13.43
