Date,Quantity,Avg_UnitPrice,Avg_Discount,Year,Month,Day,DayOfWeek,DayOfYear,WeekOfYear,Quarter,IsWeekend,IsMonthStart,IsMonthEnd,IsQuarterStart,IsQuarterEnd,IsYearStart,IsYearEnd,DayName,MonthName,DayOfWeek_Sin,DayOfWeek_Cos,Month_Sin,Month_Cos,DayOfYear_Sin,DayOfYear_Cos,WeekOfYear_Sin,WeekOfYear_Cos,Lag_1,Lag_2,Lag_3,Lag_7,Lag_14,Lag_21,Lag_28,Lag_30,Lag_365,Rolling_3_Mean,Rolling_7_Mean,Rolling_14_Mean,Rolling_30_Mean,Rolling_90_Mean,Rolling_7_Std,Rolling_14_Std,Rolling_30_Std,Rolling_7_Min,Rolling_7_Max,Rolling_30_Min,Rolling_30_Max,Expanding_Mean,Expanding_Std,Expanding_Min,Expanding_Max,Diff_1,Diff_7,Diff_30,Pct_Change_1,Pct_Change_7,Trend
2022-04-26,61,252.69567567567566,19.819999999999997,2022,4,26,1,116,17,2,0,0,0,0,0,0,0,Tuesday,April,0.7818314824680297,0.6234898018587336,1.0,6.123233995736766e-17,0.9106046300942162,-0.4132786077829042,0.8854560256532099,-0.4647231720437685,85.0,74.0,68.0,57.0,58.0,78.0,64.0,103.0,54.0,73.33333333333333,75.71428571428571,79.35714285714286,79.63333333333334,76.25555555555556,12.566016150905712,19.008529028416756,16.824619344637448,61.0,99.0,53.0,127.0,95.57851239669421,40.72305312065435,32.0,256.0,-24.0,4.0,-42.0,-28.235294117647058,7.017543859649122,846
2022-04-27,78,56.75289473684211,9.066315789473684,2022,4,27,2,117,17,2,0,0,0,0,0,0,0,Wednesday,April,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,0.9033558023246845,-0.4288919379124835,0.8854560256532099,-0.4647231720437685,61.0,85.0,74.0,70.0,84.0,92.0,80.0,79.0,93.0,74.66666666666667,76.85714285714286,78.92857142857143,79.6,76.25555555555556,12.32110075478587,18.963382876213746,16.826907843873204,61.0,99.0,53.0,127.0,95.55778301886792,40.70348285693571,32.0,256.0,17.0,8.0,-1.0,27.868852459016402,11.428571428571432,847
2022-04-28,70,262.65921052631575,33.484736842105264,2022,4,28,3,118,17,2,0,0,0,0,0,0,0,Thursday,April,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,0.895839290734909,-0.4443781781046132,0.8854560256532099,-0.4647231720437685,78.0,61.0,85.0,99.0,127.0,96.0,103.0,64.0,86.0,69.66666666666667,72.71428571428571,74.85714285714286,79.8,76.4,7.609517849694792,13.043460742144102,16.670022650626734,61.0,85.0,53.0,127.0,95.52767962308599,40.6889315464022,32.0,256.0,-8.0,-29.0,6.0,-10.256410256410254,-29.292929292929294,848
2022-04-29,83,233.60354166666664,26.058541666666667,2022,4,29,4,119,17,2,0,0,0,0,0,0,0,Friday,April,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0.8880573226294932,-0.45973273945210397,0.8854560256532099,-0.4647231720437685,70.0,78.0,61.0,73.0,88.0,92.0,95.0,80.0,98.0,77.0,74.14285714285714,74.5,79.9,76.63333333333334,8.552359741201178,12.720365258422357,16.68025882541255,61.0,85.0,53.0,127.0,95.51294117647059,40.667231806598444,32.0,256.0,13.0,10.0,3.0,18.571428571428573,13.698630136986312,849
2022-04-30,63,198.8978787878788,35.42545454545454,2022,4,30,5,120,17,2,1,0,1,0,0,0,0,Saturday,April,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,0.8800122039735357,-0.47495107206704995,0.8854560256532099,-0.4647231720437685,83.0,70.0,78.0,68.0,53.0,73.0,94.0,103.0,92.0,72.0,73.42857142857143,75.21428571428571,78.56666666666666,76.73333333333333,9.324826054808883,11.65648430589655,16.365825059710616,61.0,85.0,53.0,127.0,95.4747356051704,40.65858142277429,32.0,256.0,-20.0,-5.0,-40.0,-24.096385542168676,-7.352941176470584,850
2022-05-01,92,260.1021276595745,100.751914893617,2022,5,1,6,121,17,2,1,1,0,0,0,0,0,Sunday,May,-0.7818314824680299,0.6234898018587334,0.8660254037844388,-0.4999999999999998,0.8717063187093219,-0.4900286664290592,0.8854560256532099,-0.4647231720437685,63.0,83.0,70.0,74.0,88.0,91.0,64.0,95.0,69.0,79.33333333333333,76.0,75.5,78.46666666666667,77.11111111111111,11.690451944502742,12.036802539902432,16.270839864157352,61.0,92.0,53.0,127.0,95.47065727699531,40.63486006431479,32.0,256.0,29.0,18.0,-3.0,46.031746031746025,24.32432432432432,851
2022-05-02,47,177.83517241379312,14.432758620689656,2022,5,2,0,122,18,2,0,0,0,0,0,0,0,Monday,May,0.0,1.0,0.8660254037844388,-0.4999999999999998,0.8631421280499114,-0.5049610547215203,0.8229838658936565,-0.5680647467311556,92.0,63.0,83.0,85.0,84.0,61.0,58.0,94.0,94.0,67.33333333333333,70.57142857142857,72.85714285714286,76.9,76.77777777777777,15.13117249100158,13.938641048742891,16.971273904189662,47.0,92.0,47.0,127.0,95.41383352872215,40.64490273414404,32.0,256.0,-45.0,-38.0,-47.0,-48.91304347826087,-44.705882352941174,852
2022-05-03,87,219.3982978723404,11.471489361702128,2022,5,3,1,123,18,2,0,0,0,0,0,0,0,Tuesday,May,0.7818314824680297,0.6234898018587336,0.8660254037844388,-0.4999999999999998,0.8543221697498271,-0.5197438121555154,0.8229838658936565,-0.5680647467311556,47.0,92.0,63.0,61.0,57.0,58.0,78.0,64.0,89.0,75.33333333333333,74.28571428571429,75.0,77.66666666666667,76.96666666666667,15.574704766752086,13.615601910477613,16.887729341117623,47.0,92.0,47.0,127.0,95.403981264637,40.62209140405634,32.0,256.0,40.0,26.0,23.0,85.10638297872339,42.622950819672134,853
2022-05-04,81,128.11880000000002,13.8392,2022,5,4,2,124,18,2,0,0,0,0,0,0,0,Wednesday,May,0.9749279121818236,-0.22252093395631434,0.8660254037844388,-0.4999999999999998,0.8452490573530633,-0.5343725582809786,0.8229838658936565,-0.5680647467311556,87.0,47.0,92.0,78.0,70.0,84.0,92.0,58.0,93.0,71.66666666666667,74.71428571428571,75.78571428571429,78.43333333333334,76.93333333333334,15.734402707808457,13.622258772535499,16.481302537521962,47.0,92.0,47.0,127.0,95.38713450292397,40.60128945587253,32.0,256.0,-6.0,3.0,23.0,-6.896551724137934,3.8461538461538547,854
2022-05-05,93,173.87279999999998,19.3406,2022,5,5,3,125,18,2,0,0,0,0,0,0,0,Thursday,May,0.43388373911755823,-0.900968867902419,0.8660254037844388,-0.4999999999999998,0.8359254794186372,-0.5488429582847189,0.8229838658936565,-0.5680647467311556,81.0,87.0,47.0,70.0,99.0,127.0,96.0,78.0,111.0,87.0,78.0,75.35714285714286,78.93333333333334,76.92222222222222,16.94107434609922,12.9115758607839,16.693862868469328,47.0,93.0,47.0,127.0,95.38434579439253,40.57762109348702,32.0,256.0,12.0,23.0,15.0,14.814814814814813,32.857142857142854,855
2022-05-06,147,233.01101449275362,36.763333333333335,2022,5,6,4,126,18,2,0,0,0,0,0,0,0,Friday,May,-0.433883739117558,-0.9009688679024191,0.8660254037844388,-0.4999999999999998,0.8263541987239096,-0.5631507242749185,0.8229838658936565,-0.5680647467311556,93.0,81.0,87.0,83.0,73.0,88.0,92.0,92.0,79.0,107.0,87.14285714285714,80.64285714285714,80.76666666666667,78.05555555555556,31.285931723533245,23.043794902673266,20.71428514806622,47.0,147.0,47.0,147.0,95.44457409568261,40.592222467457965,32.0,256.0,54.0,64.0,55.0,58.06451612903225,77.10843373493977,856
2022-05-07,85,123.1152380952381,65.72190476190477,2022,5,7,5,127,18,2,1,0,0,0,0,0,0,Saturday,May,-0.9749279121818236,-0.2225209339563146,0.8660254037844388,-0.4999999999999998,0.8165380514459162,-0.5772916165517272,0.8229838658936565,-0.5680647467311556,147.0,93.0,81.0,63.0,68.0,53.0,73.0,96.0,107.0,108.33333333333333,90.28571428571429,81.85714285714286,80.4,78.13333333333334,29.511095572764184,22.772646016512738,20.53189276929065,47.0,147.0,47.0,147.0,95.43240093240094,40.57009980222816,32.0,256.0,-62.0,22.0,-11.0,-42.17687074829932,34.92063492063493,857
2022-05-08,88,107.41799999999999,21.1816,2022,5,8,6,128,18,2,1,0,0,0,0,0,0,Sunday,May,-0.7818314824680299,0.6234898018587334,0.8660254037844388,-0.4999999999999998,0.8064799463209449,-0.591261444863578,0.8229838658936565,-0.5680647467311556,85.0,147.0,93.0,92.0,74.0,88.0,91.0,92.0,82.0,106.66666666666667,89.71428571428571,82.85714285714286,80.26666666666667,78.35555555555555,29.511095572764184,22.70837576028538,20.466850124603518,47.0,147.0,47.0,147.0,95.42374854481956,40.54724366894522,32.0,256.0,3.0,-4.0,-4.0,3.529411764705892,-4.347826086956519,858
2022-05-09,75,149.24888888888887,39.970444444444446,2022,5,9,0,129,19,2,0,0,0,0,0,0,0,Monday,May,0.0,1.0,0.8660254037844388,-0.4999999999999998,0.7961828637826158,-0.6050560696488487,0.7485107481711013,-0.663122658240795,88.0,85.0,147.0,47.0,85.0,84.0,61.0,73.0,73.0,82.66666666666667,93.71428571428571,82.14285714285714,80.33333333333333,78.62222222222222,24.171017670717855,22.792904236109763,20.445610494816282,75.0,147.0,47.0,147.0,95.4,40.52961951717803,32.0,256.0,-13.0,28.0,2.0,-14.77272727272727,59.57446808510638,859
2022-05-10,111,130.15311475409837,10.796065573770493,2022,5,10,1,130,19,2,0,0,0,0,0,0,0,Tuesday,May,0.7818314824680297,0.6234898018587336,0.8660254037844388,-0.4999999999999998,0.7856498550787147,-0.618671403262503,0.7485107481711013,-0.663122658240795,75.0,88.0,85.0,87.0,61.0,57.0,58.0,91.0,92.0,91.33333333333333,97.14285714285714,85.71428571428571,81.0,79.0111111111111,24.754989876984055,23.139804438467856,21.120344824771113,75.0,147.0,47.0,147.0,95.41811846689896,40.509537742161704,32.0,256.0,36.0,24.0,20.0,48.0,27.586206896551737,860
2022-05-11,90,173.05307692307693,12.55423076923077,2022,5,11,2,131,19,2,0,0,0,0,0,0,0,Wednesday,May,0.9749279121818236,-0.22252093395631434,0.8660254037844388,-0.4999999999999998,0.7748840413670407,-0.6321034111873486,0.7485107481711013,-0.663122658240795,111.0,75.0,88.0,81.0,78.0,70.0,84.0,61.0,80.0,92.0,98.42857142857143,86.57142857142857,81.96666666666667,79.18888888888888,23.999007916004363,23.054164601964928,20.835121762316852,75.0,147.0,47.0,147.0,95.41183294663573,40.48642678883497,32.0,256.0,-21.0,9.0,29.0,-18.918918918918916,11.111111111111116,861
2022-05-12,115,219.52927272727274,40.74872727272728,2022,5,12,3,132,19,2,0,0,0,0,0,0,0,Thursday,May,0.43388373911755823,-0.900968867902419,0.8660254037844388,-0.4999999999999998,0.7638886127905428,-0.6453481132295501,0.7485107481711013,-0.663122658240795,90.0,111.0,75.0,93.0,70.0,99.0,127.0,58.0,103.0,105.33333333333333,101.57142857142857,89.78571428571429,83.86666666666666,79.78888888888889,24.60255503572288,23.694136150365885,21.17046304989858,75.0,147.0,47.0,147.0,95.43453070683661,40.46842960439777,32.0,256.0,25.0,22.0,57.0,27.777777777777768,23.655913978494624,862
2022-05-13,114,114.43084745762712,21.87627118644068,2022,5,13,4,133,19,2,0,0,0,0,0,0,0,Friday,May,-0.433883739117558,-0.9009688679024191,0.8660254037844388,-0.4999999999999998,0.7526668275320085,-0.6584015846980487,0.7485107481711013,-0.663122658240795,115.0,90.0,111.0,147.0,83.0,73.0,88.0,84.0,112.0,106.33333333333333,96.85714285714286,92.0,84.86666666666666,80.5,16.15991513414957,24.44774647472228,21.873828375848763,75.0,115.0,47.0,147.0,95.45601851851852,40.44990791882725,32.0,256.0,-1.0,-33.0,30.0,-0.8695652173912993,-22.44897959183674,863
2022-05-14,94,144.38781818181818,65.46854545454545,2022,5,14,5,134,19,2,1,0,0,0,0,0,0,Saturday,May,-0.9749279121818236,-0.2225209339563146,0.8660254037844388,-0.4999999999999998,0.741222010848596,-0.6712599575675313,0.7485107481711013,-0.663122658240795,114.0,115.0,90.0,85.0,63.0,68.0,53.0,127.0,108.0,107.66666666666667,98.14285714285714,94.21428571428571,83.76666666666667,80.7,15.399443403672622,22.978848372524254,20.46642891770992,75.0,115.0,47.0,147.0,95.45433526011561,40.426522942561284,32.0,256.0,-20.0,9.0,-33.0,-17.543859649122805,10.588235294117654,864
2022-05-15,101,185.5555172413793,28.750689655172412,2022,5,15,6,135,19,2,1,0,0,0,0,0,0,Sunday,May,-0.7818314824680299,0.6234898018587334,0.8660254037844388,-0.4999999999999998,0.7295575540864876,-0.6839194216246106,0.7485107481711013,-0.663122658240795,94.0,114.0,115.0,88.0,92.0,74.0,88.0,88.0,107.0,103.0,100.0,94.85714285714286,84.2,80.81111111111112,14.74222959166599,23.037952442594392,20.69549342914676,75.0,115.0,47.0,147.0,95.46073903002309,40.4035877352612,32.0,256.0,7.0,13.0,13.0,7.446808510638303,14.77272727272727,865
2022-05-16,92,76.61354166666666,9.901666666666666,2022,5,16,0,136,20,2,0,0,0,0,0,0,0,Monday,May,0.0,1.0,0.8660254037844388,-0.4999999999999998,0.717676913675962,-0.6963762255968722,0.6631226582407952,-0.7485107481711012,101.0,94.0,114.0,75.0,47.0,85.0,84.0,53.0,86.0,95.66666666666667,102.42857142857143,98.07142857142857,85.5,81.24444444444444,10.814452411122806,18.549162476279548,19.876775565884586,90.0,115.0,47.0,147.0,95.4567474048443,40.38042433875508,32.0,256.0,-9.0,17.0,39.0,-8.910891089108908,22.666666666666657,866
2022-05-17,91,209.7886956521739,11.042608695652174,2022,5,17,1,137,20,2,0,0,0,0,0,0,0,Tuesday,May,0.7818314824680297,0.6234898018587336,0.8660254037844388,-0.4999999999999998,0.705583610107178,-0.7086266782644596,0.6631226582407952,-0.7485107481711012,92.0,101.0,94.0,111.0,87.0,61.0,57.0,88.0,69.0,94.66666666666667,99.57142857142857,98.35714285714286,85.6,81.5111111111111,10.81445241112281,18.395681528584028,19.8973226408946,90.0,115.0,47.0,147.0,95.45161290322581,40.35741368546051,32.0,256.0,-1.0,-20.0,3.0,-1.0869565217391353,-18.018018018018022,867
2022-05-18,54,195.3637837837838,69.1927027027027,2022,5,18,2,138,20,2,0,0,0,0,0,0,0,Wednesday,May,0.9749279121818236,-0.22252093395631434,0.8660254037844388,-0.4999999999999998,0.6932812268869777,-0.7206671495538609,0.6631226582407952,-0.7485107481711012,91.0,92.0,101.0,90.0,81.0,78.0,70.0,84.0,105.0,79.0,94.42857142857143,96.42857142857143,84.6,81.34444444444445,20.419411865977928,21.50747378404579,20.717475548518042,54.0,115.0,47.0,147.0,95.40391254315306,40.35866313127201,32.0,256.0,-37.0,-36.0,-30.0,-40.65934065934066,-40.0,868
2022-05-19,105,139.01636363636365,23.620545454545454,2022,5,19,3,139,20,2,0,0,0,0,0,0,0,Thursday,May,0.43388373911755823,-0.900968867902419,0.8660254037844388,-0.4999999999999998,0.6807734094770161,-0.7324940716135789,0.6631226582407952,-0.7485107481711012,54.0,91.0,92.0,115.0,93.0,70.0,99.0,57.0,69.0,83.33333333333333,93.0,97.28571428571429,86.2,81.53333333333333,19.04380914278249,21.599247036122836,20.362914228127163,54.0,114.0,47.0,147.0,95.41494252873564,40.336747156537754,32.0,256.0,51.0,-10.0,48.0,94.44444444444444,-8.695652173913048,869
2022-05-20,120,132.98417910447762,21.97223880597015,2022,5,20,4,140,20,2,0,0,0,0,0,0,0,Friday,May,-0.433883739117558,-0.9009688679024191,0.8660254037844388,-0.4999999999999998,0.6680638642135335,-0.7441039398713607,0.6631226582407952,-0.7485107481711012,105.0,54.0,91.0,114.0,147.0,83.0,73.0,70.0,111.0,93.0,93.85714285714286,95.35714285714286,87.86666666666666,82.33333333333333,20.243752710640955,17.666165588304523,21.026638823879576,54.0,120.0,47.0,147.0,95.44316877152698,40.32216436295134,32.0,256.0,15.0,6.0,50.0,14.28571428571428,5.263157894736836,870
2022-05-21,75,239.76738095238093,34.68309523809524,2022,5,21,5,141,20,2,1,0,0,0,0,0,0,Saturday,May,-0.9749279121818236,-0.2225209339563146,0.8660254037844388,-0.4999999999999998,0.6551563572090853,-0.7554933140726803,0.6631226582407952,-0.7485107481711012,120.0,105.0,54.0,94.0,85.0,63.0,68.0,99.0,85.0,100.0,91.14285714285714,94.64285714285714,87.06666666666666,82.55555555555556,21.458708965738126,18.307657678422924,21.0449983136845,54.0,120.0,47.0,147.0,95.4197247706422,40.304956644553535,32.0,256.0,-45.0,-19.0,-24.0,-37.5,-20.21276595744681,871
2022-05-22,103,266.2206896551724,69.7703448275862,2022,5,22,6,142,20,2,1,0,0,0,0,0,0,Sunday,May,-0.7818314824680299,0.6234898018587334,0.8660254037844388,-0.4999999999999998,0.6420547132365637,-0.766658819300159,0.6631226582407952,-0.7485107481711012,75.0,120.0,105.0,101.0,88.0,92.0,74.0,73.0,68.0,99.33333333333333,91.42857142857143,95.71428571428571,88.06666666666666,83.28888888888889,21.624501095264765,18.327904624153746,21.066288371403285,54.0,120.0,47.0,147.0,95.42840778923254,40.282656355821715,32.0,256.0,28.0,2.0,30.0,37.33333333333333,1.980198019801982,872
2022-05-23,95,265.01574468085107,52.84106382978723,2022,5,23,0,143,21,2,0,0,0,0,0,0,0,Monday,May,0.0,1.0,0.8660254037844388,-0.4999999999999998,0.6287628145958344,-0.777597146973627,0.5680647467311558,-0.8229838658936564,103.0,75.0,120.0,92.0,75.0,47.0,85.0,68.0,89.0,91.0,91.85714285714286,97.14285714285714,88.96666666666667,83.52222222222223,21.66739925501558,17.34206598843521,20.753866832610782,54.0,120.0,47.0,147.0,95.4279176201373,40.25958095769214,32.0,256.0,-8.0,3.0,27.0,-7.7669902912621325,3.2608695652173836,873
2022-05-24,94,125.07156862745097,30.283529411764707,2022,5,24,1,144,21,2,0,0,0,0,0,0,0,Tuesday,May,0.7818314824680297,0.6234898018587336,0.8660254037844388,-0.4999999999999998,0.6152845999633276,-0.7883050558305255,0.5680647467311558,-0.8229838658936564,95.0,103.0,75.0,91.0,111.0,87.0,61.0,74.0,86.0,97.33333333333333,92.28571428571429,95.92857142857143,89.63333333333334,83.85555555555555,21.677286774520955,16.88633624112525,20.57699306697059,54.0,120.0,47.0,147.0,95.42628571428571,40.23657152558325,32.0,256.0,-1.0,3.0,20.0,-1.0526315789473717,3.296703296703307,874
2022-05-25,88,125.13428571428571,30.593673469387753,2022,5,25,2,145,21,2,0,0,0,0,0,0,0,Wednesday,May,0.9749279121818236,-0.22252093395631434,0.8660254037844388,-0.4999999999999998,0.6016240632249226,-0.7987793728863649,0.5680647467311558,-0.8229838658936564,94.0,95.0,103.0,54.0,90.0,81.0,78.0,85.0,73.0,92.33333333333333,97.14285714285714,95.78571428571429,89.73333333333333,84.16666666666667,14.182484166848765,16.94869439686226,20.560983025830758,75.0,120.0,47.0,147.0,95.41780821917808,40.2143553926673,32.0,256.0,-6.0,34.0,3.0,-6.382978723404253,62.962962962962955,875
2022-05-26,112,216.08259259259262,6.447962962962963,2022,5,26,3,146,21,2,0,0,0,0,0,0,0,Thursday,May,0.43388373911755823,-0.900968867902419,0.8660254037844388,-0.4999999999999998,0.5877852522924732,-0.8090169943749473,0.5680647467311558,-0.8229838658936564,88.0,94.0,95.0,105.0,115.0,93.0,70.0,61.0,78.0,98.0,98.14285714285714,95.57142857142857,91.43333333333334,84.38888888888889,15.049125904059983,16.704279901658598,20.20870985548022,75.0,120.0,47.0,147.0,95.43671607753706,40.195295758032294,32.0,256.0,24.0,7.0,51.0,27.27272727272727,6.666666666666665,876
2022-05-27,130,185.83016129032256,22.36,2022,5,27,4,147,21,2,0,0,0,0,0,0,0,Friday,May,-0.433883739117558,-0.9009688679024191,0.8660254037844388,-0.4999999999999998,0.5737722679043246,-0.8190148866680801,0.5680647467311558,-0.8229838658936564,112.0,88.0,94.0,120.0,114.0,147.0,83.0,78.0,123.0,110.0,99.57142857142857,96.71428571428571,93.16666666666667,84.92222222222222,17.709292691101645,18.51165359121943,21.221464952086567,75.0,130.0,47.0,147.0,95.4760820045558,40.18930401285568,32.0,256.0,18.0,10.0,52.0,16.07142857142858,8.333333333333325,877
2022-05-28,71,245.7834090909091,51.62590909090909,2022,5,28,5,148,21,2,1,0,0,0,0,0,0,Saturday,May,-0.9749279121818236,-0.2225209339563146,0.8660254037844388,-0.4999999999999998,0.5595892624101765,-0.8287700871745038,0.5680647467311558,-0.8229838658936564,130.0,112.0,88.0,75.0,94.0,85.0,63.0,70.0,107.0,104.33333333333333,99.0,95.07142857142857,93.2,84.83333333333333,18.672618098882797,19.750226038489203,21.184574739572813,71.0,130.0,47.0,147.0,95.44823663253698,40.174893773494844,32.0,256.0,-59.0,-4.0,1.0,-45.38461538461539,-5.333333333333334,878
2022-05-29,120,166.63258064516128,19.164516129032258,2022,5,29,6,149,21,2,1,0,0,0,0,0,0,Sunday,May,-0.7818314824680299,0.6234898018587334,0.8660254037844388,-0.4999999999999998,0.545240438540651,-0.8382797052177744,0.5680647467311558,-0.8229838658936564,71.0,130.0,112.0,103.0,101.0,88.0,92.0,83.0,83.0,107.0,101.42857142857143,96.42857142857143,94.43333333333334,85.62222222222222,20.31302654995326,20.813140397037678,21.642364797382548,71.0,130.0,47.0,147.0,95.47613636363636,40.16056367511116,32.0,256.0,49.0,17.0,37.0,69.01408450704226,16.50485436893203,879
2022-05-30,83,254.29425531914893,32.725531914893615,2022,5,30,0,150,22,2,0,0,0,0,0,0,0,Monday,May,0.0,1.0,0.8660254037844388,-0.4999999999999998,0.5307300481619334,-0.8475409228928311,0.46472317204376906,-0.8854560256532096,120.0,71.0,130.0,95.0,92.0,75.0,47.0,63.0,53.0,91.33333333333333,99.71428571428571,95.78571428571429,95.1,85.58888888888889,21.422062503522405,21.097497377755115,20.937262608021044,71.0,130.0,47.0,147.0,95.46197502837684,40.139939532095525,32.0,256.0,-37.0,-12.0,20.0,-30.833333333333336,-12.631578947368416,880
2022-05-31,88,111.74879999999999,28.7404,2022,5,31,1,151,22,2,0,0,1,0,0,0,0,Tuesday,May,0.7818314824680297,0.6234898018587336,0.8660254037844388,-0.4999999999999998,0.5160623910158528,-0.8565509959010036,0.46472317204376906,-0.8854560256532096,83.0,120.0,71.0,94.0,91.0,111.0,87.0,92.0,73.0,97.0,98.85714285714286,95.57142857142857,94.96666666666667,85.76666666666667,21.80541653984737,21.164972099108287,20.970395114645854,71.0,130.0,47.0,147.0,95.45351473922902,40.1179389861349,32.0,256.0,5.0,-6.0,-4.0,6.024096385542177,-6.382978723404253,881
2022-06-01,75,176.1884090909091,33.73886363636364,2022,6,1,2,152,22,2,0,1,0,0,0,0,0,Wednesday,June,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,0.5012418134457758,-0.865307254363206,0.46472317204376906,-0.8854560256532096,88.0,83.0,120.0,88.0,54.0,90.0,81.0,47.0,111.0,82.0,97.0,97.07142857142857,95.9,85.76666666666667,23.380903889001505,18.578168683924158,19.320080673780176,71.0,130.0,54.0,147.0,95.4303510758777,40.10109767430142,32.0,256.0,-13.0,-13.0,28.0,-14.77272727272727,-14.77272727272727,882
2022-06-02,81,221.52215686274508,38.82137254901961,2022,6,2,3,153,22,2,0,0,0,0,0,0,0,Thursday,June,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387,0.48627270710868997,-0.8738071036110808,0.46472317204376906,-0.8854560256532096,75.0,88.0,83.0,112.0,105.0,115.0,93.0,87.0,81.0,81.33333333333333,92.57142857142857,95.35714285714286,95.7,85.6,22.99896478001652,18.894879822758114,19.446034965053002,71.0,130.0,54.0,147.0,95.41402714932127,40.081322571714004,32.0,256.0,6.0,-31.0,-6.0,8.000000000000007,-27.67857142857143,883
2022-06-03,89,103.81395348837209,43.42883720930233,2022,6,3,4,154,22,2,0,0,0,0,0,0,0,Friday,June,-0.433883739117558,-0.9009688679024191,0.49999999999999994,-0.8660254037844387,0.4711595076738638,-0.8820480249558537,0.46472317204376906,-0.8854560256532096,81.0,75.0,88.0,130.0,120.0,114.0,147.0,81.0,58.0,81.66666666666667,86.71428571428571,93.14285714285714,95.96666666666667,85.8,16.049032013535548,17.55368531482366,19.291740833004443,71.0,120.0,54.0,147.0,95.40677966101696,40.059225940393276,32.0,256.0,8.0,-41.0,8.0,9.876543209876543,-31.538461538461537,884
2022-06-04,67,186.75354838709677,45.57258064516129,2022,6,4,5,155,22,2,1,0,0,0,0,0,0,Saturday,June,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,-0.8660254037844387,0.4559066935084588,-0.8900275764346767,0.46472317204376906,-0.8854560256532096,89.0,81.0,75.0,71.0,75.0,94.0,85.0,93.0,90.0,79.0,86.14285714285714,92.57142857142857,95.1,85.74444444444444,16.757372222684086,18.303905786278367,20.000603439172263,67.0,120.0,54.0,147.0,95.37471783295712,40.04795985944032,32.0,256.0,-22.0,-4.0,-26.0,-24.71910112359551,-5.633802816901412,885
2022-06-05,72,162.73000000000002,17.118444444444442,2022,6,5,6,156,22,2,1,0,0,0,0,0,0,Sunday,June,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387,0.440518784350495,-0.8977433935342337,0.46472317204376906,-0.8854560256532096,67.0,89.0,81.0,120.0,103.0,101.0,88.0,147.0,50.0,76.0,79.28571428571429,90.35714285714286,92.6,85.57777777777778,8.260635280543282,18.813281490466984,17.86269470345839,67.0,89.0,54.0,130.0,95.34836527621195,40.03304722787778,32.0,256.0,5.0,-48.0,-75.0,7.462686567164178,-40.0,886
2022-06-06,68,245.6138888888889,48.336666666666666,2022,6,6,0,157,23,2,0,0,0,0,0,0,0,Monday,June,0.0,1.0,0.49999999999999994,-0.8660254037844387,0.4250003399695541,-0.9051931898913974,0.35460488704253584,-0.9350162426854147,72.0,67.0,89.0,83.0,95.0,92.0,75.0,85.0,106.0,69.0,77.14285714285714,88.42857142857143,92.03333333333333,85.64444444444445,9.0448617352387,19.66533179799572,18.374426255801296,67.0,89.0,54.0,130.0,95.31756756756756,40.02099851795598,32.0,256.0,-4.0,-15.0,-17.0,-5.555555555555558,-18.07228915662651,887
2022-06-07,81,198.8057777777778,15.98022222222222,2022,6,7,1,158,23,2,0,0,0,0,0,0,0,Tuesday,June,0.7818314824680297,0.6234898018587336,0.49999999999999994,-0.8660254037844387,0.4093559588156213,-0.9123747579707274,0.35460488704253584,-0.9350162426854147,68.0,72.0,67.0,88.0,94.0,91.0,111.0,88.0,88.0,73.66666666666667,76.14285714285714,87.5,91.8,85.8,7.967194642799435,19.68892699346089,18.471599822429972,67.0,89.0,54.0,130.0,95.30146231721035,40.00134018164503,32.0,256.0,13.0,-7.0,-7.0,19.11764705882353,-7.954545454545459,888
2022-06-08,59,196.43515151515152,19.72121212121212,2022,6,8,2,159,23,2,0,0,0,0,0,0,0,Wednesday,June,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387,0.3935902766564667,-0.9192859697186104,0.35460488704253584,-0.9350162426854147,81.0,68.0,72.0,75.0,88.0,54.0,90.0,75.0,88.0,69.33333333333333,73.85714285714286,85.42857142857143,91.26666666666667,85.67777777777778,10.302565561204597,21.10674075963629,19.190395107131355,59.0,89.0,54.0,130.0,95.26067415730337,39.99734979403168,32.0,256.0,-22.0,-16.0,-16.0,-27.160493827160494,-21.333333333333336,889
